id,entidad,descripcion,monto,tipo,fecha
8674,Gobierno Local,Compra de equipos médicos de diagnóstico,85808.35,Ambiental,2025-07-26
8675,Ministerio de Agricultura,Mantenimiento de carreteras nacionales,39730.85,Salud,2025-03-07
8676,Ministerio de Educación,Compra de equipos médicos de diagnóstico,77062.74,Seguridad,2025-02-18
8677,Gobierno Local,Mantenimiento de carreteras nacionales,56224.66,Infraestructura,2025-03-08
8678,Ministerio de Agricultura,Consultoría para diseño de puente,63370.34,Educación,2025-03-13
8679,Ministerio de Agricultura,Instalación de cámaras de videovigilancia,62705.24,Servicios,2025-07-29
8680,Ministerio de Agricultura,Adquisición de equipos de cómputo,1858.85,Ambiental,2025-03-13
8681,Gobierno Local,Contratación de servicios de limpieza,16276.34,Educación,2024-10-03
8682,Ministerio del Interior,Contratación de servicios de limpieza,53076.24,Educación,2024-09-09
8683,Ministerio de Agricultura,Desarrollo de software educativo,1000.0,Infraestructura,2024-08-18
8684,Gobierno Local,Adquisición de medicamentos para hospitales,74936.33,Servicios,2025-01-29
8685,Ministerio de Educación,Consultoría para diseño de puente,76146.68,Educación,2024-12-20
8686,Gobierno Regional,Capacitación a personal administrativo,59815.12,Ambiental,2024-10-03
8687,Ministerio de Transporte,Recolección de residuos sólidos,16365.98,Tecnología,2024-09-26
8688,SUNAT,Instalación de cámaras de videovigilancia,91404.17,Infraestructura,2024-11-14
8689,Municipalidad,Adquisición de uniformes policiales,111116.32,Infraestructura,2024-12-24
8690,Ministerio de Salud,Desarrollo de software educativo,54412.3,Salud,2025-07-15
8691,Gobierno Local,Compra de luminarias LED para parques,65316.06,Seguridad,2025-03-18
8692,Ministerio del Interior,Adquisición de equipos de cómputo,56052.16,Servicios,2024-11-09
8693,Gobierno Regional,Recolección de residuos sólidos,65911.08,Infraestructura,2024-11-02
8694,EsSalud,Capacitación a personal administrativo,46413.24,Educación,2024-11-11
8695,EsSalud,Contratación de servicios de limpieza,48963.07,Ambiental,2025-06-14
8696,Gobierno Regional,Compra de luminarias LED para parques,77171.53,Infraestructura,2024-11-28
8697,EsSalud,Contratación de servicios de limpieza,120368.72,Tecnología,2024-09-08
8698,Ministerio de Transporte,Catering para evento institucional,7997.86,Salud,2025-03-13
8699,Ministerio de Agricultura,Consultoría para diseño de puente,46885.63,Salud,2025-01-06
8700,Ministerio del Interior,Mejoramiento de sistemas de riego agrícola,14586.19,Tecnología,2025-03-13
8701,Gobierno Regional,Mejoramiento de sistemas de riego agrícola,97760.75,Educación,2025-07-26
8702,EsSalud,Catering para evento institucional,32367.86,Educación,2024-10-27
8703,Ministerio de Agricultura,Mejoramiento de sistemas de riego agrícola,6703.98,Salud,2025-05-16
8704,Gobierno Local,Compra de luminarias LED para parques,69145.61,Infraestructura,2024-09-02
8705,Gobierno Regional,Catering para evento institucional,102329.33,Salud,2025-05-12
8706,Ministerio de Salud,Capacitación a personal administrativo,69907.94,Salud,2024-12-08
8707,Ministerio de Salud,Catering para evento institucional,56143.94,Infraestructura,2025-06-07
8708,Gobierno Regional,Mejoramiento de sistemas de riego agrícola,62274.23,Salud,2025-02-07
8709,Ministerio de Salud,Mantenimiento de carreteras nacionales,92445.22,Seguridad,2024-10-10
8710,Ministerio de Agricultura,Adquisición de uniformes policiales,23774.02,Ambiental,2025-02-09
8711,Ministerio del Interior,Adquisición de uniformes policiales,46644.59,Salud,2025-06-20
8712,Ministerio de Salud,Mejoramiento de sistemas de riego agrícola,36419.3,Salud,2025-07-19
8713,Ministerio de Agricultura,Capacitación a personal administrativo,14964.04,Seguridad,2025-04-28
8714,Gobierno Local,Instalación de cámaras de videovigilancia,40148.74,Tecnología,2025-05-03
8715,Ministerio de Agricultura,Mejoramiento de sistemas de riego agrícola,83231.63,Tecnología,2025-03-15
8716,SUNAT,Adquisición de equipos de cómputo,66998.06,Ambiental,2025-06-18
8717,Ministerio de Transporte,Adquisición de medicamentos para hospitales,69329.32,Educación,2025-07-22
8718,Ministerio de Transporte,Capacitación a personal administrativo,54394.27,Servicios,2024-09-10
8719,EsSalud,Impresión de materiales escolares,65699.71,Ambiental,2025-03-23
8720,Ministerio de Transporte,Recolección de residuos sólidos,25982.29,Salud,2025-04-10
8721,EsSalud,Mejoramiento de sistemas de riego agrícola,40714.7,Educación,2024-11-28
8722,Municipalidad,Mejoramiento de sistemas de riego agrícola,55760.13,Servicios,2024-08-18
8723,EsSalud,Instalación de cámaras de videovigilancia,58325.48,Salud,2025-05-14
8724,Gobierno Local,Compra de luminarias LED para parques,59605.64,Tecnología,2025-06-13
8725,Ministerio de Salud,Desarrollo de software educativo,45849.94,Ambiental,2025-03-15
8726,Municipalidad,Adquisición de uniformes policiales,38677.3,Tecnología,2024-12-30
8727,Ministerio de Agricultura,Instalación de cámaras de videovigilancia,144733.14,Infraestructura,2024-09-03
8728,EsSalud,Impresión de materiales escolares,77203.62,Servicios,2025-06-02
8729,Ministerio del Interior,Capacitación a personal administrativo,62394.42,Educación,2024-08-25
8730,Ministerio de Educación,Capacitación a personal administrativo,43003.75,Seguridad,2025-07-28
8731,Ministerio de Transporte,Adquisición de medicamentos para hospitales,36463.44,Salud,2025-05-30
8732,EsSalud,Adquisición de equipos de cómputo,46075.98,Tecnología,2024-12-11
8733,Ministerio de Salud,Consultoría para diseño de puente,58784.87,Tecnología,2024-12-17
8734,Ministerio del Interior,Mejoramiento de sistemas de riego agrícola,1000.0,Infraestructura,2025-07-11
8735,Ministerio de Salud,Impresión de materiales escolares,2918.31,Tecnología,2025-06-17
8736,Municipalidad,Impresión de materiales escolares,30893.53,Seguridad,2025-01-19
8737,Gobierno Local,Adquisición de uniformes policiales,56214.18,Ambiental,2025-01-12
8738,Ministerio de Transporte,Impresión de materiales escolares,42821.81,Salud,2025-07-31
8739,Ministerio de Salud,Adquisición de uniformes policiales,94343.64,Ambiental,2025-07-07
8740,Ministerio del Interior,Adquisición de uniformes policiales,5528.1,Servicios,2024-09-19
8741,Ministerio de Transporte,Mantenimiento de carreteras nacionales,27459.64,Salud,2025-07-07
8742,Ministerio del Interior,Mejoramiento de sistemas de riego agrícola,95602.75,Servicios,2025-05-30
8743,Municipalidad,Capacitación a personal administrativo,53933.58,Salud,2024-10-31
8744,Ministerio de Transporte,Adquisición de equipos de cómputo,76545.28,Tecnología,2025-05-21
8745,EsSalud,Recolección de residuos sólidos,111537.41,Salud,2025-04-14
8746,SUNAT,Compra de luminarias LED para parques,29185.87,Servicios,2025-06-29
8747,Ministerio de Transporte,Adquisición de uniformes policiales,47020.57,Educación,2025-03-25
8748,Gobierno Local,Recolección de residuos sólidos,41827.19,Tecnología,2025-07-30
8749,Gobierno Local,Consultoría para diseño de puente,1000.0,Salud,2024-08-08
8750,Ministerio de Agricultura,Contratación de servicios de limpieza,40688.1,Salud,2025-04-07
8751,Ministerio de Educación,Desarrollo de software educativo,76431.87,Educación,2025-06-01
8752,EsSalud,Adquisición de uniformes policiales,66217.69,Ambiental,2025-04-06
8753,Ministerio de Agricultura,Compra de equipos médicos de diagnóstico,68572.5,Servicios,2024-12-30
8754,Ministerio de Agricultura,Catering para evento institucional,38734.73,Ambiental,2024-08-25
8755,Ministerio de Agricultura,Adquisición de equipos de cómputo,30317.08,Educación,2024-11-30
8756,Gobierno Local,Contratación de servicios de limpieza,88077.67,Ambiental,2025-02-23
8757,Gobierno Regional,Adquisición de uniformes policiales,35080.49,Educación,2024-08-19
8758,SUNAT,Desarrollo de software educativo,58822.46,Salud,2024-12-06
8759,Ministerio de Agricultura,Compra de equipos médicos de diagnóstico,54900.04,Educación,2025-03-01
8760,Ministerio del Interior,Compra de luminarias LED para parques,93851.51,Educación,2025-03-11
8761,Ministerio de Agricultura,Mejoramiento de sistemas de riego agrícola,79142.37,Seguridad,2024-10-01
8762,Gobierno Local,Mantenimiento de carreteras nacionales,11142.24,Ambiental,2024-12-08
8763,Ministerio de Agricultura,Instalación de cámaras de videovigilancia,14373.4,Seguridad,2025-02-15
8764,SUNAT,Desarrollo de software educativo,67367.29,Educación,2025-05-01
8765,Ministerio de Transporte,Impresión de materiales escolares,48069.87,Salud,2024-10-28
8766,Ministerio de Educación,Desarrollo de software educativo,36344.85,Educación,2024-10-02
8767,Ministerio del Interior,Catering para evento institucional,80468.84,Servicios,2024-08-23
8768,SUNAT,Capacitación a personal administrativo,55623.78,Salud,2025-04-22
8769,Gobierno Local,Consultoría para diseño de puente,51573.72,Ambiental,2025-05-15
8770,Ministerio de Salud,Adquisición de equipos de cómputo,73394.86,Educación,2025-01-03
8771,EsSalud,Catering para evento institucional,38746.73,Salud,2025-01-24
8772,Ministerio de Transporte,Catering para evento institucional,97055.57,Ambiental,2025-05-23
8773,Ministerio de Educación,Consultoría para diseño de puente,26358.57,Tecnología,2025-03-23
8774,Ministerio de Agricultura,Contratación de servicios de limpieza,69707.87,Educación,2025-03-15
8775,Gobierno Regional,Adquisición de uniformes policiales,93014.99,Salud,2025-02-16
8776,Municipalidad,Mantenimiento de carreteras nacionales,8681.14,Educación,2024-09-07
8777,Ministerio de Salud,Desarrollo de software educativo,39699.94,Educación,2024-10-29
8778,Ministerio de Educación,Mejoramiento de sistemas de riego agrícola,84266.22,Infraestructura,2025-01-18
8779,Ministerio de Transporte,Desarrollo de software educativo,84717.34,Ambiental,2024-11-24
8780,Ministerio de Educación,Impresión de materiales escolares,44855.13,Educación,2025-06-05
8781,Ministerio de Educación,Mantenimiento de carreteras nacionales,27959.87,Ambiental,2025-01-04
8782,SUNAT,Consultoría para diseño de puente,78678.07,Servicios,2024-09-30
8783,Ministerio de Transporte,Instalación de cámaras de videovigilancia,85506.47,Seguridad,2024-09-24
8784,Gobierno Regional,Consultoría para diseño de puente,15060.1,Servicios,2024-12-12
8785,Ministerio del Interior,Contratación de servicios de limpieza,13882.59,Infraestructura,2024-09-05
8786,Ministerio de Transporte,Mantenimiento de carreteras nacionales,56757.7,Educación,2025-02-04
8787,Ministerio de Agricultura,Catering para evento institucional,68880.82,Servicios,2025-03-13
8788,Ministerio de Transporte,Contratación de servicios de limpieza,41027.93,Seguridad,2025-05-20
8789,Gobierno Local,Adquisición de uniformes policiales,70378.81,Infraestructura,2024-08-23
8790,Ministerio del Interior,Recolección de residuos sólidos,28695.9,Infraestructura,2025-03-04
8791,Gobierno Regional,Catering para evento institucional,1000.0,Educación,2025-01-06
8792,SUNAT,Impresión de materiales escolares,37282.97,Educación,2024-11-13
8793,Gobierno Local,Mantenimiento de carreteras nacionales,51896.96,Ambiental,2024-09-06
8794,Ministerio de Salud,Desarrollo de software educativo,41724.8,Seguridad,2025-01-05
8795,Municipalidad,Adquisición de equipos de cómputo,15241.9,Seguridad,2025-02-14
8796,Ministerio de Educación,Recolección de residuos sólidos,1000.0,Infraestructura,2025-01-19
8797,Ministerio de Transporte,Capacitación a personal administrativo,34577.34,Educación,2025-05-31
8798,Ministerio de Educación,Instalación de cámaras de videovigilancia,76929.67,Servicios,2025-05-02
8799,Ministerio de Educación,Consultoría para diseño de puente,87685.92,Tecnología,2024-09-23
8800,Ministerio de Salud,Impresión de materiales escolares,85631.4,Ambiental,2025-05-26
8801,Ministerio de Agricultura,Catering para evento institucional,25522.71,Salud,2024-09-25
8802,Gobierno Local,Catering para evento institucional,15388.81,Infraestructura,2025-02-06
8803,Ministerio de Educación,Consultoría para diseño de puente,64899.04,Tecnología,2025-03-09
8804,Ministerio de Salud,Adquisición de equipos de cómputo,69053.0,Educación,2024-10-19
8805,Ministerio de Salud,Adquisición de equipos de cómputo,62005.09,Salud,2025-02-09
8806,Ministerio de Transporte,Instalación de cámaras de videovigilancia,1000.0,Ambiental,2025-01-04
8807,EsSalud,Mejoramiento de sistemas de riego agrícola,23993.46,Seguridad,2025-04-14
8808,Ministerio de Educación,Adquisición de uniformes policiales,49109.34,Servicios,2025-03-13
8809,Ministerio de Salud,Consultoría para diseño de puente,64616.55,Infraestructura,2024-10-19
8810,EsSalud,Capacitación a personal administrativo,73019.22,Infraestructura,2025-03-09
8811,Municipalidad,Capacitación a personal administrativo,54327.61,Tecnología,2025-03-31
8812,SUNAT,Catering para evento institucional,59923.51,Educación,2025-05-16
8813,Gobierno Regional,Mejoramiento de sistemas de riego agrícola,52545.96,Educación,2025-02-23
8814,Gobierno Local,Impresión de materiales escolares,70568.58,Seguridad,2024-11-07
8815,Municipalidad,Adquisición de medicamentos para hospitales,59385.97,Salud,2024-11-06
8816,Ministerio de Transporte,Consultoría para diseño de puente,51972.13,Educación,2024-08-31
8817,Ministerio de Agricultura,Catering para evento institucional,41948.94,Infraestructura,2024-11-15
8818,Municipalidad,Adquisición de equipos de cómputo,52438.74,Ambiental,2025-06-01
8819,EsSalud,Mantenimiento de carreteras nacionales,64537.74,Infraestructura,2025-01-18
8820,Ministerio del Interior,Mantenimiento de carreteras nacionales,58024.26,Ambiental,2024-12-07
8821,Ministerio de Agricultura,Mejoramiento de sistemas de riego agrícola,61424.79,Tecnología,2025-04-26
8822,Ministerio de Educación,Adquisición de medicamentos para hospitales,90281.66,Ambiental,2025-07-28
8823,Ministerio de Transporte,Adquisición de medicamentos para hospitales,57954.92,Tecnología,2025-03-15
8824,Ministerio de Educación,Compra de luminarias LED para parques,30530.04,Seguridad,2024-09-07
8825,Ministerio de Salud,Mantenimiento de carreteras nacionales,76508.2,Salud,2024-09-16
8826,Gobierno Local,Impresión de materiales escolares,9014.05,Salud,2025-04-21
8827,Gobierno Local,Catering para evento institucional,17557.6,Tecnología,2025-01-11
8828,SUNAT,Mejoramiento de sistemas de riego agrícola,60075.42,Tecnología,2025-01-15
8829,Ministerio de Transporte,Capacitación a personal administrativo,65491.9,Seguridad,2024-12-23
8830,Ministerio de Transporte,Impresión de materiales escolares,12648.46,Infraestructura,2024-12-17
8831,Ministerio del Interior,Mantenimiento de carreteras nacionales,38515.48,Seguridad,2024-10-16
8832,Ministerio de Salud,Adquisición de equipos de cómputo,31817.49,Servicios,2024-12-06
8833,EsSalud,Capacitación a personal administrativo,35399.71,Tecnología,2024-12-15
8834,SUNAT,Adquisición de medicamentos para hospitales,78307.93,Tecnología,2025-03-22
8835,Gobierno Local,Catering para evento institucional,71195.16,Infraestructura,2025-04-15
8836,Ministerio de Salud,Adquisición de medicamentos para hospitales,49426.33,Ambiental,2024-08-13
8837,Ministerio de Transporte,Desarrollo de software educativo,33621.14,Ambiental,2025-05-29
8838,Gobierno Local,Impresión de materiales escolares,9510.51,Seguridad,2024-11-30
8839,Ministerio de Salud,Adquisición de medicamentos para hospitales,92605.55,Ambiental,2024-10-08
8840,Municipalidad,Mejoramiento de sistemas de riego agrícola,67763.42,Seguridad,2024-12-17
8841,Ministerio de Transporte,Mejoramiento de sistemas de riego agrícola,28799.93,Educación,2025-03-31
8842,Gobierno Local,Desarrollo de software educativo,71587.98,Servicios,2025-06-19
